Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
C16724301,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-09-08
C16734342,CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2024-09-02
C16736445,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2024-07-28
C16736984,CGB-JPN-1,"04",1-2,SE Jusco w/ Mario atomic purple,JP eBay,2024-11-24
C16737495,CGB-JPN-1,"04",1-2,SE Jusco w/ Mario atomic purple,JP eBay,2024-08-02
C16737673,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-12-23
C16738052,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP J4U,2025-06-04
C16738344,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2025-05-28
C16739343,CGB-JPN-1,"04",1-2,SE Jusco w/ Mario atomic purple,JP eBay,2025-05-28
C16739512,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP J4U,2024-09-06
C16739574,Missing,"04",1-2,SE Jusco w/ Mario atomic purple,JP eBay,2024-11-11
C16739670,CGB-JPN-1,"03",2-1,SE Jusco w/ Mario atomic purple,JP J4U,2024-09-06
C16743365,CGB-JPN-1,?,?-?,SE Jusco w/ Mario atomic purple,JP eBay,2024-11-10
C16743683,Missing,"04",1-1,SE Jusco w/ Mario atomic purple,US eBay,2025-05-28
C16745113,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2025-05-28
C16745767,CGB-JPN-1,"04",1-1,SE Jusco w/ Mario atomic purple,JP eBay,2024-07-28
C16751566,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-02
C16753904,CGB-JPN-1,"04",1-2,🤍 Clear translucent,AU eBay,2024-09-11
C16754328,CGB-JPN-1,"04",1-2,🤍 Clear translucent,AU eBay,2025-11-22
C16758154,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2023-04-15
C16772930,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2024-11-16
C16773709,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2025-01-31
C16783514,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2024-08-30
C16793867,CGB-POB-JPN-1,"04",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-11-05
C16794489,CGB-POB-JPN-1,"04",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,UK eBay,2024-07-09
C16797090,CGB-POB-JPN-1,"04",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-05-28
C16800693,CGB-POB-JPN-1,"04",?-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-09-20
C16802276,CGB-POB-JPN-1,"04",5-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-07-17
C16805728,CGB-POB-JPN-1,"04",1-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-26
C16806846,CGB-POB-JPN-1,"04",1-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-26
C16808183,CGB-POB-JPN-1,"04",4-1,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-24
C16812115,CGB-JPN-1,"04",1-1,🩵 Teal,AU eBay,2024-12-23
C16870346,CGB-JPN-1,"04",4-1,💛 Dandelion,JP eBay,2024-09-12
C16874270,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-09-08
C16914033,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2025-01-22
C16924867,CGB-JPN-1,"04",?-1,🤍 Clear translucent,AU eBay,2024-11-19
C16933597,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-11-24
C16936393,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-01
C16982334,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2025-01-13
C16993969,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2022-07-26
C17003305,CGB-JPN-1,"04",6-1,🩵 Teal,JP eBay,2024-08-30
C17039822,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-08-10
C17046407,CGB-JPN-1,"04",5-2,💟 Atomic purple,JP eBay,2024-11-06
C17056073,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-10-26
C17057964,CGB-JPN-1,"04",6-1,🤍 Clear translucent,JP eBay,2024-08-05
C17067419,CGB-JPN-1,"04",2-2,🤍 Clear translucent,JP eBay,2024-08-29
C17070405,CGB-JPN-1,"04",1-2,🩷 Berry,JP eBay,2024-11-17
C17079675,CGB-JPN-1,"04",1-2,🩷 Berry,US eBay,2025-11-30
C17090112,CGB-JPN-1,"04",1-2,💛 Dandelion,US eBay,2024-09-09
C17097200,CGB-JPN-1,"04",2-2,🤍 Clear translucent,JP eBay,2024-09-14
C17132066,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2024-08-09
C17144357,CGB-JPN-1,"04",6-2,💟 Atomic purple,JP eBay,2024-09-12
C17165894,CGB-JPN-1,"03",1-1,🍊 SE Mirinda translucent orange,UK eBay,2024-08-04
C17180649,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-08-30
C17183298,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2022-08-14
C17193493,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2024-11-13
C17194505,CGB-JPN-1,"04",?-1,💛 Dandelion,JP eBay,2024-08-10
C17199959,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-08-30
C17205683,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-09-02
C17210410,Missing,"04",2-2,🩵 Teal,JP eBay,2025-01-20
C17225734,CGB-JPN-1,"04",5-1,💟 Atomic purple,JP eBay,2024-09-02
C17229582,Missing,"04",1-1,💟 Atomic purple,JP eBay,2024-08-30
C17240622,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2025-10-08
C17248911,CGB-JPN-1,"04",6-2,💟 Atomic purple,JP eBay,2024-07-27
C17255884,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2022-08-16
C17262205,CGB-JPN-1,"04",3-1,🤍 Clear translucent,JP eBay,2024-10-31
C17262612,CGB-JPN-1,"04",4-1,🤍 Clear translucent,JP eBay,2024-08-06
C17265064,CGB-JPN-1,"04",2-2,🤍 Clear translucent,JP eBay,2024-08-05
C17271399,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-11-07
C17274424,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2023-04-15
C17274688,CGB-JPN-1,"04",1-1,🤍 Clear translucent,UK eBay,2024-08-12
C17309340,Missing,"04",1-1,🤍 Clear translucent,JP eBay,2024-07-21
C17314042,CGB-JPN-1,"04",?-?,💛 Dandelion,JP eBay,2022-08-14
C17327633,CGB-JPN-1,"06",1-1,🩵 Teal,JP eBay,2024-09-01
C17335647,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-08-10
C17339207,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-01
C17343903,CGB-JPN-1,"04",?-?,🤍 Clear translucent,JP eBay,2024-08-09
C17351055,CGB-JPN-1,"03",3-2,SE Daiei Hawks translucent orange/black,AU eBay,2025-05-28
C17357361,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2024-09-08
C17421431,CGB-JPN-1,"04",2-2,💜 Grape,JP eBay,2024-08-05
C17432250,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2024-08-09
C17433736,CGB-JPN-1,"04",?-2,💜 Grape,US eBay,2025-06-06
C17439598,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2022-08-17
C17456737,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-03
C17457708,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-10-29
C17458153,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-10
C17460961,CGB-JPN-1,"04",1-2,💟 Atomic purple,UK eBay,2023-05-26
C17461674,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-12
C17461863,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-08-19
C17470642,CGB-JPN-1,"04",3-2,💟 Atomic purple,JP eBay,2025-11-29
C17477311,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-08-14
C17490118,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-03
C17493429,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-11-06
C17516296,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2024-09-12
C17527353,CGB-JPN-1,"04",?-1,🩵 Teal,JP eBay,2024-11-06
C17533711,CGB-POB-JPN-1,"04",6-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-12-01
C17533823,CGB-POB-JPN-1,"04",5-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2025-11-26
C17539783,CGB-POB-JPN-1,"04",2-2,💙 SE Pokemon w/ Meowth yellow/blue 😼,AU eBay,2024-11-10
C17541149,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2024-12-19
C17541747,CGB-JPN-1,"04",1-2,💜 Grape,UK eBay,2024-11-17
C17542576,CGB-JPN-1,"04",9-2,💜 Grape,JP eBay,2024-08-29
C17558252,CGB-JPN-1,"04",1-2,🤍 Clear translucent,US eBay,2025-10-07
C17560350,CGB-JPN-1,"04",6-1,🤍 Clear translucent,JP eBay,2024-09-10
C17568853,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2022-08-17
C17570352,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2022-08-14
C17570479,CGB-JPN-1,"04",?-1,💟 Atomic purple,JP eBay,2024-09-03
C17574317,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-07-22
C17574810,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-10-26
C17574812,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-10-26
C17583035,CGB-JPN-1,"04",10-1,💟 Atomic purple,JP eBay,2024-09-03
C17583176,CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2025-10-07
C17587604,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-08
C17590883,CGB-JPN-1,"04",4-1,💟 Atomic purple,US eBay,2025-10-07
C17592996,CGB-JPN-1,"04",2-2,💟 Atomic purple,US eBay,2024-12-23
C17600987,CGB-JPN-1,"04",11-2,💟 Atomic purple,US eBay,2024-11-17
C17621939,CGB-JPN-1,"04",2-1,💜 Grape,JP eBay,2022-08-16
C17624133,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2024-08-20
C17636920,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2023-04-14
C17641409,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2022-08-13
C17644756,Missing,"04",?-?,🩵 Teal,JP eBay,2022-08-14
C17648917,CGB-JPN-1,"04",5-1,🩷 Berry,JP eBay,2024-08-09
C17656631,CGB-JPN-1,"04",4-1,🩷 Berry,JP eBay,2024-09-04
C17661059,CGB-JPN-1,"04",12-1,🩷 Berry,UK eBay,2024-07-12
C17666269,CGB-JPN-1,"04",4-1,🩷 Berry,AU eBay,2025-01-18
C17668297,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2024-08-05
C17686546,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-08-09
C17686864,CGB-JPN-1,"04",1-1,🤍 Clear translucent,HK eBay,2024-08-23
C17689136,CGB-JPN-1,"04",1-1,🤍 Clear translucent,AU eBay,2024-12-26
C17694281,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2022-08-16
C17714517,CGB-JPN-1,"04",11-1,💟 Atomic purple,JP eBay,2024-09-05
C17733405,CGB-JPN-1,"04",6-1,🩵 Teal,JP eBay,2024-08-22
C17734462,CGB-JPN-1,"04",4-2,🩵 Teal,US eBay,2025-10-07
C17736325,CGB-JPN-1,"04",4-1,🩵 Teal,JP eBay,2024-09-08
C17739443,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-11-06
C17741167,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2023-04-14
C17753675,CGB-JPN-1,"04",6-1,🩵 Teal,JP eBay,2024-11-17
C17756277,CGB-JPN-1,"04",1-2,🩵 Teal,JP eBay,2024-08-10
C17760113,CGB-JPN-1,"04",1-2,🩵 Teal,JP eBay,2024-08-29
C17765128,CGB-JPN-1,"04",2-1,🩵 Teal,JP eBay,2024-11-06
C17777080,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-09-08
C17778574,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-09-08
C17778958,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-08-10
C17782604,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-09-03
C17786112,CGB-JPN-1,"04",6-2,💜 Grape,JP eBay,2022-08-16
C17800447,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-11-17
C17800458,CGB-JPN-1,"04",?-2,💟 Atomic purple,JP eBay,2024-09-12
C17800610,CGB-JPN-1,"04",?-2,💟 Atomic purple,UK eBay,2024-12-05
C17802016,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-12
C17813757,CGB-JPN-1,"04",1-?,💟 Atomic purple,US eBay,2024-07-18
C17813769,Missing,"04",1-2,💟 Atomic purple,JP eBay,2024-09-12
C17841491,CGB-JPN-1,"04",1-1,🤍 Clear translucent,FR eBay,2025-06-18
C17843393,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-07-17
C17846099,CGB-JPN-1,"04",4-1,🤍 Clear translucent,JP eBay,2022-08-16
C17866950,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-02
C17873203,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2025-11-29
C17877746,CGB-JPN-1,"04",3-1,💜 Grape,JP eBay,2024-09-03
C17879055,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2025-01-13
C17881505,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-11-25
C17889816,Missing,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-06
C17889868,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-08-10
C17893656,CGB-JPN-1,"04",3-1,🩵 Teal,JP eBay,2024-09-10
C17905336,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2025-11-05
C17911913,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2022-08-16
C17943803,CGB-JPN-1,"04",6-1,🤍 Clear translucent,JP eBay,2025-01-06
C17950534,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-11-04
C17951230,CGB-JPN-1,?,?-?,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-12-24
C17952429,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2025-09-16
C17954097,CGB-JPN-1,"04",3-1,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-06
C17954226,Missing,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2024-09-08
C17957538,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-06
C17961002,CGB-POB-JPN-1,?,?-?,SE Pokemon w/ Meowth translucent green/white,consolevariations,2024-09-16
C17965142,CGB-JPN-1,"04",1-1,🍊 SE Mirinda translucent orange,CA eBay,2024-08-04
C17965580,CGB-JPN-1,"04",?-2,🍊 SE Mirinda translucent orange,US Marketplace,2025-03-24
C17966098,CGB-JPN-1,"04",3-2,🍊 SE Mirinda translucent orange,MX eBay,2024-08-04
C17967407,CGB-JPN-1,"04",1-1,🍊 SE Mirinda translucent orange,MX eBay,2025-05-28
C17967556,CGB-JPN-1,"04",1-1,🍊 SE Mirinda translucent orange,MX eBay,2025-05-29
C17968024,CGB-JPN-1,"04",1-2,🍊 SE Mirinda translucent orange,MX eBay,2024-08-04
C17968433,CGB-JPN-1,"04",1-2,🍊 SE Mirinda translucent orange,US eBay,2025-10-17
C17971730,CGB-JPN-1,"04",3-1,💛 Dandelion,JP eBay,2025-11-19
C17985307,CGB-JPN-1,"04",5-2,🩵 Teal,JP eBay,2024-09-02
C17986504,CGB-JPN-1,"04",4-2,🩵 Teal,JP eBay,2024-09-12
C18015952,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2025-11-29
C18016212,CGB-JPN-1,"04",5-1,💟 Atomic purple,JP eBay,2024-08-10
C18020965,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-05
C18022237,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2025-11-08
C18044603,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-08-10
C18050408,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2025-01-06
C18055984,CGB-POB-JPN-1,?,?-?,SE Pokemon w/ Meowth translucent green/white,US YouTube,2024-09-16
C18056848,CGB-POB-JPN-1,"04",1-1,SE Pokemon w/ Meowth translucent green/white,US eBay,2025-01-14
C18062489,CGB-JPN-1,"04",4-3,💜 Grape,JP eBay,2024-07-22
C18081080,Missing,"04",1-2,🤍 Clear translucent,JP eBay,2024-09-03
C18081086,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2022-08-14
C18085490,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-02
C18090192,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,UK eBay,2024-11-10
C18090607,CGB-JPN-1,"04",1-2,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2024-09-07
C18091130,CGB-JPN-1,?,1-2,SE Toys'R'Us translucent midnight blue-purple,AU eBay,2025-05-28
C18091831,CGB-JPN-1,"04",?-1,SE Toys'R'Us translucent midnight blue-purple,JP J4U,2025-06-04
C18092891,CGB-JPN-1,"04",1-1,SE Toys'R'Us translucent midnight blue-purple,JP eBay,2023-04-15
C18110518,CGB-JPN-1,"04",?-2,🩷 Berry,JP eBay,2024-08-10
C18115466,CGB-JPN-1,"04",5-2,🩷 Berry,JP eBay,2024-08-10
C18126370,CGB-JPN-1,"04",3-1,🩷 Berry,JP eBay,2024-08-10
C18131947,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-03
C18138303,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2025-05-28
C18148520,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-09
C18148565,Missing,"04",1-2,💟 Atomic purple,JP eBay,2023-04-14
C18148853,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2025-05-28
C18174536,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-10
C18175089,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-07-22
C18175862,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2023-04-15
C18178863,CGB-JPN-1,"04",6-1,💟 Atomic purple,JP eBay,2024-12-10
C18179582,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2023-04-15
C18194866,Missing,"04",1-1,💛 Dandelion,JP eBay,2024-07-19
C18198639,CGB-JPN-1,"04",1-1,💛 Dandelion,UK eBay,2024-08-12
C18200478,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2025-08-07
C18202605,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2023-04-15
C18208385,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2022-08-17
C18209421,CGB-JPN-1,"04",1-1,💛 Dandelion,JP eBay,2024-08-05
C18212141,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2024-07-18
C18215243,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2024-08-10
C18216923,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2025-01-13
C18217872,CGB-JPN-1,"04",6-1,💜 Grape,JP eBay,2025-01-09
C18237112,CGB-JPN-1,"04",?-2,🩵 Teal,JP eBay,2024-08-29
C18286485,CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2025-10-07
C18288161,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-07-27
C18299802,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2025-05-31
C18324249,CGB-JPN-1,"04",1-2,💛 Dandelion,DE eBay,2025-06-06
C18325941,CGB-JPN-1,"04",1-2,💛 Dandelion,US eBay,2025-06-06
C18326169,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-11-04
C18329197,CGB-JPN-1,"04",6-1,💛 Dandelion,UK eBay,2024-06-30
C18329420,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2024-09-10
C18333697,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-08-21
C18341956,CGB-JPN-1,"04",6-2,🤍 Clear translucent,JP eBay,2024-11-25
C18349980,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-12
C18368362,CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2025-06-20
C18370473,CGB-JPN-1,"04",1-1,🩵 Teal,US eBay,2025-01-04
C18374623,CGB-JPN-1,"04",2-2,🩵 Teal,JP eBay,2024-11-25
C18381385,CGB-JPN-1,?,2-2,🩵 Teal,UK eBay,2022-07-05
C18386003,CGB-JPN-1,"04",4-1,🩵 Teal,JP eBay,2024-08-05
C18390991,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-09-12
C18395779,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-08-30
C18404778,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2024-09-04
C18407076,CGB-JPN-1,"04",1-1,🩷 Berry,AU eBay,2024-11-26
C18429646,CGB-JPN-1,"04",5-1,💛 Dandelion,JP eBay,2024-08-22
C18435440,CGB-JPN-1,"04",2-1,💛 Dandelion,JP eBay,2022-08-17
C18440667,CGB-JPN-1,"04",1-2,🤍 Clear translucent,JP eBay,2024-08-09
C18442512,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-07-18
C18478787,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2024-11-25
C18480492,CGB-JPN-1,"04",6-1,💜 Grape,JP eBay,2024-09-12
C18482173,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2023-04-15
C18490561,CGB-JPN-1,"04",6-2,💜 Grape,JP eBay,2025-01-13
C18508099,CGB-JPN-1,"04",6-2,🩵 Teal,JP eBay,2024-11-06
C18513225,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2022-08-14
C18519868,CGB-JPN-1,"04",5-1,🩵 Teal,JP eBay,2024-08-10
C18533739,CGB-JPN-1,"04",3-2,🩵 Teal,JP eBay,2024-08-22
C18536389,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2024-09-02
C18544776,CGB-JPN-1,"04",2-2,🤍 Clear translucent,JP eBay,2024-08-06
C18550059,Missing,"04",1-1,💜 Grape,JP eBay,2022-08-17
C18556048,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2025-01-13
C18556078,CGB-JPN-1,"04",1-2,💜 Grape,AU eBay,2024-12-30
C18562118,CGB-JPN-1,"04",6-1,💛 Dandelion,JP eBay,2024-08-30
C18576263,CGB-JPN-1,"04",?-1,💟 Atomic purple,JP eBay,2024-09-03
C18612277,CGB-JPN-1,"04",3-2,💚 Kiwi,AU eBay,2024-12-26
C18620887,CGB-JPN-1,"04",3-2,🩵 Teal,JP eBay,2024-07-22
C18625989,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-10
C18643250,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2024-10-26
C18647723,Missing,"04",1-1,🩷 Berry,US eBay,2025-11-12
C18652624,CGB-JPN-1,"04",4-1,💛 Dandelion,JP eBay,2022-08-14
C18656685,CGB-JPN-1,"04",1-2,💛 Dandelion,JP eBay,2022-08-14
C18662332,CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2025-11-16
C18666062,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-09-12
C18666361,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-08
C18682638,CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2025-10-16
C18682944,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2025-10-25
C18683769,CGB-JPN-1,"04",1-2,💟 Atomic purple,JP eBay,2024-09-08
C18696604,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2022-08-16
C18697071,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2025-11-29
C18705350,CGB-JPN-1,"04",1-1,💜 Grape,JP eBay,2024-07-19
C18707085,CGB-JPN-1,"04",1-2,💜 Grape,JP eBay,2024-11-07
C18715249,CGB-JPN-1,"04",?-?,🩵 Teal,JP eBay,2022-08-15
C18716418,CGB-JPN-1,"04",1-1,🩵 Teal,JP eBay,2022-08-11
C18726926,CGB-JPN-1,"04",?-2,🩵 Teal,JP eBay,2024-09-02
C18733609,CGB-JPN-1,"04",1-2,🩵 Teal,JP eBay,2024-08-21
C18740478,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2023-04-15
C18743089,CGB-JPN-1,"04",4-2,💟 Atomic purple,JP eBay,2024-08-09
C18743271,CGB-JPN-1,?,?-?,💟 Atomic purple,UK eBay,2022-06-27
C18748598,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-11-06
C18758172,CGB-JPN-1,"04",1-1,💟 Atomic purple,JP eBay,2024-11-23
C18775007,CGB-JPN-1,"04",2-2,💛 Dandelion,JP eBay,2024-07-27
C18792851,CGB-JPN-1,"04",1-1,🩷 Berry,JP eBay,2024-08-30
C18814292,CGB-JPN-1,"04",4-?,🤍 Clear translucent,JP eBay,2024-08-30
C18822707,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-09-09
C18835269,CGB-JPN-1,"04",4-2,💟 Atomic purple,JP eBay,2024-08-22
C18841471,CGB-JPN-1,"04",1-2,💟 Atomic purple,gbhwdb.gekkio.fi,2023-05-30
C18842683,CGB-JPN-1,"04",1-?,💟 Atomic purple,US eBay,2025-10-07
C18848248,CGB-JPN-1,"04",1-1,🤍 Clear translucent,JP eBay,2024-08-09
C18866551,CGB-JPN-1,"04",6-1,🤍 Clear translucent,JP eBay,2024-08-30
C18875819,Missing,"04",1-1,💜 Grape,JP eBay,2022-08-15
C18888115,CGB-JPN-1,"04",3-2,🩵 Teal,JP eBay,2024-09-12
C18896398,CGB-JPN-1,"04",3-1,🩵 Teal,JP eBay,2024-11-06
C18897606,CGB-JPN-1,"04",1-1,💟 Atomic purple,UK eBay,2024-11-19
C18908462,CGB-JPN-1,"04",5-2,💛 Dandelion,JP eBay,2024-08-05
C18914128,CGB-JPN-1,"04",5-2,💜 Grape,JP eBay,2024-12-20
C18916313,CGB-JPN-1,"04",2-1,💜 Grape,JP eBay,2025-10-25
C18920758,Missing,"04",1-2,💟 Atomic purple,JP eBay,2024-11-30
